,Sample,Study,ERBB2,EGFR
6052,TCGA-BG-A0MK-01,TCGA,13.19,9.718
6053,TCGA-3B-A9HP-01,TCGA,11.1,11.27
6054,GTEX-11DYG-1526-SM-5A5JS,GTEX,13.7,13.63
6055,TCGA-MP-A4SW-01,TCGA,13.44,13.75
6056,TCGA-5P-A9KH-01,TCGA,13.35,13.75
6057,GTEX-Y3IK-0001-SM-4WWE1,GTEX,9.12,5.652
6058,GTEX-12ZZY-0011-R5a-SM-5EGL9,GTEX,10.72,11.29
6059,GTEX-WL46-0726-SM-3LK5Z,GTEX,12.73,10.79
6060,GTEX-1212Z-0011-R1b-SM-5BC72,GTEX,10.11,10.28
6061,TCGA-BH-A0HQ-01,TCGA,14.56,10.32
6062,TCGA-E2-A3DX-01,TCGA,15.47,11.25
6063,GTEX-13VXT-0005-SM-5N9F3,GTEX,7.129,2.555
6064,TCGA-HZ-8317-01,TCGA,12.38,12.05
6065,GTEX-ZAB5-2626-SM-5KM3Y,GTEX,11.9,13.03
6066,TCGA-BH-A1FM-11,TCGA,13.11,13.24
6067,GTEX-111CU-1426-SM-5GZYP,GTEX,13.13,11.61
6068,GTEX-Q2AG-0011-R2A-SM-2HMIT,GTEX,8.617,9.184
6069,TCGA-DX-A3LT-01,TCGA,10.54,11.25
6070,GTEX-YB5K-2426-SM-5IFHP,GTEX,13.26,12.47
6071,TCGA-A4-7915-01,TCGA,13.65,13.67
6072,TCGA-BP-4798-01,TCGA,9.322,14.59
6073,GTEX-XV7Q-1726-SM-4BRUU,GTEX,10.74,11.75
6074,GTEX-QDT8-2526-SM-48TYX,GTEX,12.48,12.47
6075,TCGA-06-5414-01,TCGA,11.86,17.57
6076,TCGA-90-A59Q-01,TCGA,13.34,12.56
6077,TCGA-13-1506-01,TCGA,13.07,9.358
6078,TCGA-E7-A7XN-01,TCGA,12.32,12.59
6079,GTEX-11H98-0011-R5b-SM-57WCF,GTEX,12.01,11.98
6080,TCGA-CR-6491-01,TCGA,12.95,14.93
6081,GTEX-14C5O-0126-SM-5SI6N,GTEX,13.52,13.72
6082,TCGA-AZ-6598-11,TCGA,13.72,11.99
6083,GTEX-POMQ-0006-SM-33HBY,GTEX,8.544,8.61
6084,TCGA-DX-A6B9-01,TCGA,12.01,10.49
6085,TCGA-IF-A4AJ-01,TCGA,10.92,11.06
6086,GTEX-12ZZX-0011-R8a-SM-5DUW8,GTEX,10.23,10.36
6087,TCGA-K1-A3PO-11,TCGA,11.08,10.46
6088,TCGA-CJ-4888-01,TCGA,10.56,12.77
6089,TCGA-HC-7748-01,TCGA,13.18,12.78
6090,GTEX-SIU7-0001-SM-3NMAW,GTEX,8.598,4.033
6091,GTEX-13PL6-0011-R6a-SM-5O9C5,GTEX,11.56,11.96
6092,TCGA-E2-A1L6-01,TCGA,13.42,10.63
6093,TCGA-DX-A8BH-01,TCGA,10.36,12.23
6094,TCGA-22-5489-11,TCGA,13.13,12.51
6095,TCGA-YA-A8S7-01,TCGA,8.345,11.22
6096,GTEX-WWYW-3226-SM-3NB3B,GTEX,11.2,9.924
6097,TCGA-B6-A0I2-01,TCGA,12.84,12.22
6098,TCGA-CV-5443-01,TCGA,13.09,13.54
6099,TCGA-OR-A5JF-01,TCGA,7.381,11.9
6100,GTEX-11OF3-2526-SM-5P9JL,GTEX,11.37,10.28
6101,GTEX-ZTSS-1026-SM-5985N,GTEX,9.118,12.17
6102,TCGA-DU-8166-01,TCGA,9.861,14.74
6103,TCGA-06-0678-11,TCGA,9.605,10.1
6104,GTEX-145LS-2726-SM-5Q5D8,GTEX,11.88,11.81
6105,GTEX-OOBK-0126-SM-2YUND,GTEX,13.21,13.27
6106,TCGA-BR-6453-11,TCGA,12.86,11.5
6107,TCGA-KC-A7FE-01,TCGA,13.3,11.88
6108,TCGA-AB-2901-03,TCGA,8.364,1.284
6109,TCGA-HC-8258-11,TCGA,14.23,12.17
6110,GTEX-12ZZY-0011-R10b-SM-5HL7W,GTEX,9.3,10.07
6111,GTEX-ZZ64-0726-SM-5GZX4,GTEX,12.09,12.06
6112,TCGA-HT-8018-01,TCGA,10.28,12.4
6113,GTEX-14753-0326-SM-5QGQB,GTEX,10.53,12.84
6114,TCGA-13-0920-01,TCGA,12.85,10.23
6115,TCGA-EE-A29S-06,TCGA,11.47,7.282
6116,TCGA-CQ-6229-01,TCGA,12.42,16.01
6117,GTEX-13CF2-0011-R8b-SM-5IJCX,GTEX,10.14,10.32
6118,TCGA-MH-A561-01,TCGA,14.39,10.78
6119,TCGA-HE-A5NH-01,TCGA,13.86,12.08
6120,GTEX-1313W-0826-SM-5EQ4T,GTEX,11.72,11.97
6121,TCGA-AB-2845-03,TCGA,7.465,2.846
6122,GTEX-12WSC-0011-R5b-SM-5CVNS,GTEX,9.845,10.74
6123,TCGA-CR-6484-01,TCGA,11.9,14.34
6124,TCGA-DU-7292-01,TCGA,11.8,17.72
6125,TCGA-SX-A7SN-01,TCGA,14.14,12.11
6126,GTEX-XLM4-0008-SM-4AT4W,GTEX,11.95,12.59
6127,TCGA-XE-AAOF-01,TCGA,10.3,7.188
6128,GTEX-OHPL-0526-SM-2HMIX,GTEX,11.88,12.06
6129,GTEX-11GSO-2926-SM-5HL73,GTEX,9.55,10.98
6130,GTEX-117YW-1426-SM-5EGGO,GTEX,13.01,12.48
6131,TCGA-CN-6018-01,TCGA,11.72,14.99
6132,GTEX-SIU8-0226-SM-2XCDS,GTEX,11.04,11.73
6133,TCGA-AZ-4616-01,TCGA,12.19,10.4
6134,TCGA-D8-A73X-01,TCGA,13.56,8.618
6135,TCGA-GV-A3JX-01,TCGA,14.55,11.64
6136,TCGA-50-6592-01,TCGA,13.03,11.39
6137,GTEX-13O3O-0011-R10a-SM-5LUA9,GTEX,8.88,9.656
6138,GTEX-PLZ4-0226-SM-5SI7M,GTEX,10.34,12.39
6139,TCGA-BJ-A28V-01,TCGA,13.91,12.59
6140,TCGA-A8-A084-01,TCGA,13.24,8.555
6141,TCGA-MX-A663-01,TCGA,12.72,12.28
6142,TCGA-S9-A6TU-01,TCGA,10.19,13.66
6143,GTEX-13PVQ-1326-SM-5LU4J,GTEX,12.22,10.14
6144,TARGET-20-PANGDN-09,TARGET,6.483,4.544
6145,TARGET-10-PANKDT-03,TARGET,7.798,0.0
6146,GTEX-132NY-1426-SM-5J1MJ,GTEX,12.87,9.901
6147,GTEX-146FH-0826-SM-5SI8T,GTEX,11.41,12.19
6148,TCGA-A6-5659-11,TCGA,13.47,12.04
6149,GTEX-11ZTS-2326-SM-5EQMY,GTEX,11.81,11.19
6150,GTEX-13X6J-1326-SM-5QGOV,GTEX,12.46,11.55
6151,TCGA-55-6975-01,TCGA,12.91,11.66
6152,TCGA-29-1702-01,TCGA,13.87,9.431
6153,GTEX-13U4I-1926-SM-5LU39,GTEX,11.56,11.23
6154,TCGA-B0-4818-01,TCGA,12.42,13.3
6155,TARGET-10-PAPFXN-09,TARGET,9.462,1.903
6156,TCGA-AR-A24M-01,TCGA,13.69,10.51
6157,GTEX-R55D-1826-SM-48FEF,GTEX,13.86,11.44
6158,TCGA-BP-4774-01,TCGA,12.18,12.8
6159,GTEX-13OVJ-1026-SM-5IFGI,GTEX,11.35,11.74
6160,TCGA-NC-A5HP-01,TCGA,12.25,14.32
6161,TCGA-EJ-A8FU-01,TCGA,13.21,12.3
6162,TCGA-S2-AA1A-01,TCGA,12.41,10.85
6163,TCGA-RW-A68B-01,TCGA,8.351,6.392
6164,TCGA-KO-8405-01,TCGA,12.47,11.65
6165,TCGA-55-8511-01,TCGA,14.33,12.65
6166,GTEX-OXRK-1326-SM-3NB1A,GTEX,13.78,12.73
6167,TCGA-06-5418-01,TCGA,11.56,12.69
6168,GTEX-TKQ1-0326-SM-4DXSM,GTEX,13.61,12.59
6169,TCGA-FY-A3TY-01,TCGA,12.92,11.7
6170,GTEX-T5JC-1526-SM-4DM68,GTEX,13.32,10.43
6171,GTEX-Q2AI-1726-SM-2S1PZ,GTEX,11.89,12.25
6172,TCGA-FG-6691-01,TCGA,10.26,14.48
6173,GTEX-X4LF-0126-SM-4QAS7,GTEX,9.532,11.66
6174,GTEX-13NYB-1726-SM-5N9G2,GTEX,12.4,10.17
6175,GTEX-13N2G-1826-SM-5KM1I,GTEX,12.54,11.67
6176,TCGA-BH-A0HU-01,TCGA,13.58,8.32
6177,GTEX-1497J-0126-SM-5Q5BK,GTEX,12.94,11.87
6178,TCGA-DU-5849-01,TCGA,10.33,13.8
6179,TCGA-BR-6454-11,TCGA,13.21,11.78
6180,TARGET-20-PABLDZ-09,TARGET,6.087,0.0
6181,GTEX-QCQG-0006-SM-5SI8M,GTEX,8.165,3.551
6182,TCGA-DD-A1EE-01,TCGA,8.529,12.17
6183,GTEX-Q734-0826-SM-48U1G,GTEX,11.85,12.25
6184,TCGA-77-A5GH-01,TCGA,11.06,13.31
6185,TCGA-EB-A3XC-01,TCGA,10.85,9.185
6186,GTEX-12WSM-0011-R7b-SM-5EGLD,GTEX,10.69,11.12
6187,GTEX-YFC4-0011-R5a-SM-4RGLR,GTEX,10.48,11.35
6188,GTEX-13CF2-1826-SM-5N9GK,GTEX,11.71,11.16
6189,TCGA-KK-A8IF-01,TCGA,12.22,12.71
6190,GTEX-11P7K-2126-SM-5GU7G,GTEX,13.83,13.93
6191,TCGA-X7-A8D6-11,TCGA,11.14,12.8
6192,TCGA-4Z-AA83-01,TCGA,12.73,11.39
6193,TCGA-18-5592-01,TCGA,11.91,18.12
6194,GTEX-13SLX-0011-R5a-SM-5O9BV,GTEX,10.25,11.49
6195,GTEX-RVPU-1526-SM-47JXQ,GTEX,11.35,12.22
6196,GTEX-S32W-0726-SM-2XCBL,GTEX,12.79,11.24
6197,GTEX-WRHK-1626-SM-3MJFH,GTEX,11.22,11.07
6198,TARGET-20-PASTTW-09,TARGET,6.926,0.0
6199,TCGA-34-8454-01,TCGA,12.69,13.44
6200,TCGA-3E-AAAZ-01,TCGA,13.44,11.11
6201,TCGA-BP-4163-01,TCGA,12.07,13.68
6202,GTEX-Z9EW-0126-SM-5CVM6,GTEX,12.76,11.85
6203,TCGA-CV-6951-01,TCGA,13.21,14.16
6204,GTEX-13OW8-1726-SM-5L3GO,GTEX,11.46,12.27
6205,GTEX-Y5LM-1426-SM-5RQJL,GTEX,12.17,11.47
6206,GTEX-14E6D-0005-SM-5N9D7,GTEX,10.93,3.656
6207,TCGA-AR-A252-01,TCGA,11.45,11.23
6208,GTEX-13CF2-2826-SM-5LZX9,GTEX,13.4,12.31
6209,TARGET-30-PASZKE-01,TARGET,11.11,9.517
6210,TCGA-CJ-4920-01,TCGA,11.9,13.81
6211,TCGA-XU-A932-01,TCGA,8.547,10.77
6212,GTEX-RNOR-0005-SM-2TF4Z,GTEX,10.44,4.486
6213,GTEX-R55E-0126-SM-2TC5Y,GTEX,13.31,13.6
6214,TCGA-05-4434-01,TCGA,12.85,12.45
6215,GTEX-139UC-3126-SM-5J1OY,GTEX,9.292,10.39
6216,GTEX-WFON-2226-SM-3TW8W,GTEX,10.71,13.25
6217,GTEX-P4PP-1626-SM-2HMJF,GTEX,12.49,11.78
6218,TCGA-EL-A3H8-01,TCGA,14.02,12.95
6219,GTEX-117YW-0008-SM-5QGRD,GTEX,11.48,12.56
6220,GTEX-P44H-0008-SM-48TDW,GTEX,11.53,13.16
6221,TCGA-E8-A414-01,TCGA,13.38,12.32
6222,TCGA-ZF-AA5N-01,TCGA,12.41,13.14
6223,TCGA-BR-6457-11,TCGA,13.44,11.07
6224,GTEX-ZT9W-1726-SM-51MS3,GTEX,10.47,11.64
6225,GTEX-11GSP-0011-R10a-SM-5NQ7J,GTEX,10.23,11.65
6226,TCGA-AA-A02K-01,TCGA,14.87,11.42
6227,TCGA-63-7021-01,TCGA,12.08,13.52
6228,GTEX-ZEX8-0008-SM-4E3JU,GTEX,11.61,12.8
6229,TCGA-23-1114-01,TCGA,13.4,10.7
6230,TCGA-85-7698-01,TCGA,12.06,13.29
6231,GTEX-ZF28-0011-R8a-SM-4WWFW,GTEX,10.31,10.03
6232,TCGA-23-1109-01,TCGA,13.06,9.878
6233,TCGA-DU-6406-01,TCGA,11.4,16.16
6234,TCGA-SO-A8JP-01,TCGA,12.39,9.065
6235,GTEX-13FTZ-0726-SM-5IFFY,GTEX,12.89,12.55
6236,GTEX-11VI4-1126-SM-5EQMD,GTEX,13.41,13.81
6237,TCGA-IB-AAUT-01,TCGA,13.0,11.33
6238,TCGA-B0-4821-01,TCGA,11.83,12.39
6239,GTEX-11NUK-1426-SM-5HL68,GTEX,11.44,11.82
6240,TCGA-FR-A8YC-06,TCGA,11.45,5.406
6241,TARGET-20-PARGVC-03,TARGET,4.353,0.0
6242,GTEX-13OVJ-0011-R2b-SM-5L3GP,GTEX,12.31,11.85
6243,TCGA-AR-A24L-01,TCGA,13.79,10.11
6244,TCGA-D3-A5GR-06,TCGA,10.72,8.358
6245,GTEX-QMR6-0011-R5A-SM-32PKT,GTEX,10.71,11.26
6246,TCGA-D7-8576-01,TCGA,13.54,11.3
6247,GTEX-145MH-2926-SM-5Q5D2,GTEX,7.936,8.418
6248,GTEX-QDVN-2226-SM-2S1PM,GTEX,12.48,11.69
6249,GTEX-11P82-1926-SM-5Q5AU,GTEX,12.59,11.19
6250,GTEX-11I78-0626-SM-5A5LZ,GTEX,12.15,11.28
6251,TCGA-24-1436-01,TCGA,12.8,10.89
6252,TCGA-YL-A9WK-01,TCGA,13.03,11.32
6253,TARGET-20-PANSJB-09,TARGET,4.967,0.0
6254,TCGA-H4-A2HQ-01,TCGA,13.15,11.74
6255,GTEX-145MO-1126-SM-5NQBX,GTEX,11.6,10.66
6256,TCGA-EJ-AB20-01,TCGA,12.83,11.94
6257,TCGA-HU-8243-01,TCGA,16.42,18.14
6258,TCGA-G2-A2EF-01,TCGA,11.98,13.13
6259,TARGET-20-PARPWL-09,TARGET,5.106,0.0
6260,TARGET-20-PADZCG-09,TARGET,6.829,5.835
6261,GTEX-X4EO-0326-SM-3P5YO,GTEX,13.22,13.71
6262,TCGA-96-A4JK-01,TCGA,11.75,13.37
6263,TCGA-HC-7736-01,TCGA,14.0,13.1
6264,GTEX-WHWD-0526-SM-4OORW,GTEX,12.72,11.8
6265,TCGA-DX-A8BK-01,TCGA,8.262,9.361
6266,GTEX-12C56-0006-SM-5N9E9,GTEX,7.428,3.745
6267,TARGET-20-PADZCG-04,TARGET,4.449,4.449
6268,TCGA-55-8092-01,TCGA,13.23,10.5
6269,GTEX-13O21-1826-SM-5MR5M,GTEX,13.41,12.87
6270,TCGA-CR-7383-01,TCGA,11.35,11.88
6271,TCGA-AK-3427-01,TCGA,13.55,11.84
6272,GTEX-RNOR-1226-SM-48FDQ,GTEX,13.39,12.62
6273,GTEX-13111-1826-SM-5GCP1,GTEX,12.52,12.98
6274,TARGET-20-PASPTM-09,TARGET,6.096,1.417
6275,TCGA-WE-A8ZR-06,TCGA,10.92,8.376
6276,GTEX-13113-0426-SM-5GCOD,GTEX,11.64,11.84
6277,TCGA-4V-A9QS-01,TCGA,9.012,13.26
6278,TARGET-10-PANSIA-09,TARGET,10.17,6.167
6279,TCGA-DJ-A3VF-01,TCGA,13.39,11.9
6280,TARGET-10-PAPEFH-04,TARGET,7.611,4.105
6281,GTEX-13OW6-1826-SM-5N9F9,GTEX,13.12,10.35
6282,TCGA-66-2794-01,TCGA,10.8,12.21
6283,GTEX-11WQK-3226-SM-5EGI3,GTEX,9.928,8.633
6284,TCGA-36-1581-01,TCGA,14.81,10.3
6285,TCGA-29-1776-01,TCGA,12.81,10.46
6286,TCGA-CZ-5467-11,TCGA,14.2,12.21
6287,GTEX-13CF3-0226-SM-5J1NW,GTEX,9.461,10.35
6288,TARGET-10-PAPEFH-09,TARGET,8.03,3.682
6289,TCGA-EL-A4KI-01,TCGA,13.53,10.46
6290,TCGA-DD-A11A-11,TCGA,10.78,13.64
6291,TCGA-RW-A68F-01,TCGA,8.596,5.727
6292,TCGA-BH-A18V-01,TCGA,13.26,13.8
6293,GTEX-Z9EW-2026-SM-5CVMQ,GTEX,13.33,12.22
6294,GTEX-NPJ8-0226-SM-48TBN,GTEX,11.03,11.66
6295,TCGA-D3-A3ML-06,TCGA,11.78,9.424
6296,TCGA-D5-6898-01,TCGA,12.76,12.48
6297,GTEX-RUSQ-0626-SM-2TF5V,GTEX,11.99,12.0
6298,TCGA-YT-A95H-01,TCGA,10.15,11.2
6299,TCGA-EB-A44N-01,TCGA,12.15,11.27
6300,GTEX-13FLV-0926-SM-5L3DZ,GTEX,12.1,11.52
6301,TCGA-J9-A8CK-01,TCGA,12.82,11.42
6302,TCGA-13-0727-01,TCGA,13.22,8.932
6303,TCGA-AB-2935-03,TCGA,8.075,4.376
6304,TCGA-LL-A5YN-01,TCGA,14.47,8.021
6305,GTEX-12WSF-0011-R3a-SM-5DUW7,GTEX,9.755,10.07
6306,TARGET-20-PAEFGT-03,TARGET,6.416,0.0
6307,TCGA-56-7222-01,TCGA,12.33,14.06
6308,TCGA-B6-A0WY-01,TCGA,13.79,11.53
6309,GTEX-11DXX-0326-SM-5PNWC,GTEX,12.1,9.847
6310,GTEX-T5JC-2526-SM-4DM6G,GTEX,10.57,10.08
6311,GTEX-X8HC-1626-SM-46MWE,GTEX,12.05,9.861
6312,TCGA-L9-A50W-01,TCGA,13.44,13.13
6313,GTEX-XXEK-0626-SM-4BRWE,GTEX,10.94,11.59
6314,GTEX-11DXZ-2626-SM-59882,GTEX,12.6,11.61
6315,GTEX-ZE9C-0011-R2a-SM-4WKGH,GTEX,8.657,8.004
6316,TCGA-EW-A423-01,TCGA,14.18,6.977
6317,TCGA-16-0846-01,TCGA,10.01,11.77
6318,TCGA-A6-2685-01,TCGA,12.81,11.4
6319,GTEX-X15G-0826-SM-4PQZD,GTEX,13.62,12.51
6320,TCGA-FE-A23A-01,TCGA,13.74,11.94
6321,TCGA-BP-4756-01,TCGA,13.43,11.37
6322,TCGA-22-5482-01,TCGA,11.82,13.56
6323,TCGA-55-7281-01,TCGA,14.18,11.93
6324,TCGA-24-1923-01,TCGA,12.65,11.39
6325,GTEX-14BMU-2426-SM-5RQIJ,GTEX,12.29,12.49
6326,GTEX-12WSD-0011-R7b-SM-5PNWE,GTEX,10.44,11.45
6327,GTEX-12WSC-0326-SM-5EQ5E,GTEX,10.79,10.3
6328,TCGA-A3-3324-01,TCGA,12.49,14.45
6329,TCGA-66-2800-01,TCGA,11.69,11.68
6330,GTEX-12WSM-0626-SM-5GCOK,GTEX,11.14,12.57
6331,TCGA-44-7661-01,TCGA,12.97,12.99
6332,TCGA-MH-A55W-01,TCGA,13.29,12.45
6333,TCGA-DX-A7EM-01,TCGA,10.99,11.83
6334,GTEX-146FR-0526-SM-5Q5EX,GTEX,11.61,12.78
6335,TCGA-CN-6013-01,TCGA,12.85,13.55
6336,GTEX-ZDXO-0008-SM-4E3HR,GTEX,11.37,12.99
6337,TCGA-A8-A096-01,TCGA,13.42,8.545
6338,TCGA-CE-A485-01,TCGA,13.19,12.79
6339,TCGA-VQ-A8P3-01,TCGA,13.19,12.68
6340,TCGA-VR-A8EW-01,TCGA,13.16,14.19
6341,TCGA-LN-A9FO-01,TCGA,13.75,16.32
6342,TCGA-DU-6399-01,TCGA,10.02,14.59
6343,GTEX-13VXU-0011-R7b-SM-5SI72,GTEX,9.698,11.05
6344,TCGA-EB-A24D-01,TCGA,10.95,7.08
6345,GTEX-131XF-1926-SM-5DUW4,GTEX,11.49,11.2
6346,TCGA-C8-A12X-01,TCGA,12.71,7.397
6347,TCGA-XU-A936-01,TCGA,9.55,8.861
6348,TCGA-KN-8432-01,TCGA,12.72,12.97
6349,TCGA-V1-A8WN-01,TCGA,13.31,12.42
6350,TCGA-44-2656-01,TCGA,12.89,14.39
6351,TCGA-D3-A2JB-06,TCGA,11.5,7.766
6352,GTEX-1211K-1926-SM-5EQLB,GTEX,11.48,12.78
6353,TCGA-SG-A6Z7-01,TCGA,12.03,12.37
6354,TCGA-E9-A5UO-01,TCGA,14.31,6.595
6355,GTEX-ZLFU-1426-SM-4WWEU,GTEX,11.17,11.99
6356,TCGA-DJ-A3VJ-01,TCGA,13.86,12.26
6357,TCGA-37-3792-01,TCGA,12.02,12.48
6358,TCGA-BR-6852-11,TCGA,12.55,10.01
6359,GTEX-12ZZX-0526-SM-5DUW6,GTEX,12.8,12.65
6360,TCGA-F2-A8YN-01,TCGA,13.11,11.77
6361,TCGA-BH-A18U-01,TCGA,17.81,12.35
6362,TCGA-D3-A3MO-06,TCGA,12.05,9.026
6363,GTEX-YFCO-1226-SM-5LUAT,GTEX,13.73,13.58
6364,GTEX-ZF29-1826-SM-4WKG8,GTEX,12.18,12.2
6365,TCGA-EM-A4FR-01,TCGA,12.46,10.28
6366,TCGA-BH-A0C0-01,TCGA,13.96,7.979
6367,TCGA-09-1659-01,TCGA,13.05,9.505
6368,GTEX-133LE-2326-SM-5K7W3,GTEX,13.39,13.89
6369,GTEX-12WSE-0011-R7a-SM-5PNWF,GTEX,9.752,10.56
6370,GTEX-12WSJ-0126-SM-5GCOM,GTEX,9.382,11.91
6371,TCGA-DC-6681-01,TCGA,13.15,11.71
6372,GTEX-Q2AI-1426-SM-2S1P5,GTEX,10.77,12.55
6373,GTEX-PLZ6-0008-SM-48TD5,GTEX,10.81,12.49
6374,GTEX-12KS4-0926-SM-5BC5S,GTEX,13.37,12.95
6375,GTEX-S7SE-0011-R6A-SM-2XCD9,GTEX,10.06,10.44
6376,TCGA-A8-A09I-01,TCGA,18.49,8.015
6377,TCGA-VQ-A8PX-01,TCGA,13.63,11.94
6378,GTEX-13JVG-0726-SM-5KM16,GTEX,13.46,13.56
6379,TCGA-B8-5552-11,TCGA,13.08,13.5
6380,TCGA-F2-A7TX-01,TCGA,12.88,12.23
6381,GTEX-X4XY-0226-SM-4E3IZ,GTEX,13.11,13.66
6382,GTEX-12WSG-0005-SM-5NQA2,GTEX,9.079,1.836
6383,TCGA-KV-A74V-01,TCGA,14.07,11.37
6384,TCGA-GN-A4U4-06,TCGA,11.58,5.975
6385,TCGA-E2-A15F-01,TCGA,13.48,9.865
6386,TCGA-S9-A7IQ-01,TCGA,9.55,11.83
6387,TCGA-66-2795-01,TCGA,11.99,13.17
6388,TCGA-SQ-A6I6-01,TCGA,8.275,6.513
6389,TCGA-B0-5110-01,TCGA,12.28,12.94
6390,TCGA-KS-A41J-11,TCGA,13.18,11.89
6391,TCGA-55-6979-11,TCGA,12.44,12.01
6392,TCGA-FL-A1YN-11,TCGA,12.16,11.71
6393,GTEX-147F4-1026-SM-5Q5F9,GTEX,12.47,11.96
6394,TCGA-UY-A9PF-01,TCGA,13.44,12.34
6395,GTEX-11EQ9-0006-SM-5LUB6,GTEX,6.915,4.995
6396,GTEX-W5X1-0226-SM-5CHTO,GTEX,0.0,0.0
6397,TCGA-A5-A2K4-01,TCGA,13.6,10.8
6398,TCGA-BP-4986-01,TCGA,12.0,14.22
6399,TCGA-AJ-A2QM-01,TCGA,13.42,11.96
6400,TARGET-10-PATCTI-09,TARGET,6.796,0.0
6401,GTEX-12WSK-0126-SM-5GCO7,GTEX,8.99,9.406
6402,GTEX-14C5O-0226-SM-5SI6O,GTEX,11.28,12.99
6403,TCGA-AJ-A3BD-01,TCGA,13.98,10.34
6404,TCGA-60-2712-01,TCGA,11.39,12.7
6405,GTEX-12WSK-0826-SM-5CVNP,GTEX,11.32,12.07
6406,TCGA-4V-A9QW-01,TCGA,10.44,9.943
6407,TCGA-77-6842-01,TCGA,11.39,13.73
6408,TCGA-CV-7423-01,TCGA,12.09,14.74
6409,TCGA-D8-A27L-01,TCGA,13.63,10.5
6410,TCGA-05-4426-01,TCGA,13.55,12.65
6411,GTEX-12WSF-0011-R10a-SM-5LZVH,GTEX,9.019,9.349
6412,GTEX-13NZ9-1326-SM-5MR3V,GTEX,11.18,12.99
6413,TCGA-BR-7957-01,TCGA,12.95,12.29
6414,TARGET-20-PANPKN-09,TARGET,5.666,1.974
6415,GTEX-QCQG-0526-SM-48U2A,GTEX,12.46,10.74
6416,GTEX-ZF2S-2526-SM-5CVNT,GTEX,13.36,12.77
6417,GTEX-11WQK-0008-SM-5SI6T,GTEX,11.53,12.32
6418,TCGA-05-4390-01,TCGA,13.47,12.3
6419,TCGA-90-7767-11,TCGA,12.62,12.6
6420,GTEX-13FTW-1326-SM-5LZZD,GTEX,11.56,10.67
6421,GTEX-ZVT2-2026-SM-5NQ8Q,GTEX,11.6,11.28
6422,GTEX-ZC5H-0526-SM-5HL9E,GTEX,12.97,11.93
6423,TCGA-KD-A5QU-01,TCGA,9.238,9.543
6424,GTEX-11PRG-0008-SM-5S2N5,GTEX,11.03,11.94
6425,GTEX-TMMY-0926-SM-4WKH4,GTEX,11.95,12.54
6426,GTEX-117YW-0005-SM-5NQ8Z,GTEX,9.507,3.339
6427,GTEX-13O21-1926-SM-5MR39,GTEX,13.28,13.29
6428,GTEX-ZQUD-0008-SM-4YCCU,GTEX,11.52,12.68
6429,TCGA-KO-8413-01,TCGA,13.6,12.9
6430,TARGET-10-PARVWD-09,TARGET,9.118,1.297
6431,TARGET-10-PAPPGN-04,TARGET,8.04,1.844
6432,TCGA-X8-AAAR-01,TCGA,14.54,12.38
6433,GTEX-WYBS-0005-SM-4ONDR,GTEX,8.112,5.168
6434,TCGA-64-5815-01,TCGA,13.28,12.08
6435,GTEX-XQ8I-1826-SM-4BOOJ,GTEX,12.16,12.25
6436,GTEX-13FXS-0011-R6b-SM-5L3F7,GTEX,9.644,11.06
6437,TCGA-69-7761-01,TCGA,18.78,11.19
6438,TCGA-XJ-A9DQ-01,TCGA,13.12,12.03
6439,TARGET-50-PALGVY-01,TARGET,11.73,11.4
6440,GTEX-139YR-2526-SM-5IJC6,GTEX,11.13,9.641
6441,TCGA-AB-2921-03,TCGA,7.527,0.0
6442,TCGA-VQ-A94R-01,TCGA,13.99,13.66
6443,GTEX-WYBS-1926-SM-3NM8N,GTEX,13.58,11.33
6444,GTEX-Y9LG-1626-SM-5IFHM,GTEX,13.83,11.86
6445,TCGA-24-1546-01,TCGA,13.3,9.324
6446,TCGA-HD-7831-01,TCGA,11.61,13.22
6447,TCGA-C8-A12O-01,TCGA,13.13,10.54
6448,TCGA-5K-AAAP-01,TCGA,10.96,11.96
6449,TCGA-BQ-5883-01,TCGA,12.92,11.52
6450,GTEX-WEY5-0726-SM-4LMID,GTEX,11.91,12.23
6451,GTEX-13QJ3-1026-SM-5QGQU,GTEX,11.99,11.25
6452,GTEX-QEL4-0526-SM-3GIJ4,GTEX,11.78,12.26
6453,TARGET-21-PASFHK-41,TARGET,6.263,0.0
6454,TCGA-ND-A4WF-01,TCGA,12.27,13.53
6455,TCGA-33-4532-01,TCGA,11.95,12.62
6456,TCGA-13-1505-01,TCGA,12.97,10.06
6457,TARGET-30-PASCTR-01,TARGET,11.21,10.76
6458,TCGA-XE-AAO4-01,TCGA,10.93,8.316
6459,GTEX-WXYG-0226-SM-3NB2Y,GTEX,13.11,11.7
6460,GTEX-N7MT-0011-R1a-SM-5SI7S,GTEX,9.097,9.772
6461,TCGA-S7-A7WM-01,TCGA,9.259,7.286
6462,GTEX-WOFM-2126-SM-4OOSR,GTEX,12.92,12.51
6463,GTEX-XOT4-0426-SM-4B66T,GTEX,12.68,12.34
6464,TCGA-DX-A7EI-01,TCGA,11.1,10.83
6465,TCGA-85-A511-01,TCGA,11.92,12.99
6466,TCGA-XM-A8RI-01,TCGA,9.839,13.24
6467,GTEX-ZE9C-0011-R4a-SM-4WKH6,GTEX,10.33,9.989
6468,GTEX-117YW-1826-SM-5PNY5,GTEX,12.9,10.62
6469,GTEX-ZAB4-1126-SM-5HL86,GTEX,13.76,12.66
