,Sample,Study,ERBB2,EGFR
12232,TCGA-ZG-A8QY-01,TCGA,13.31,11.33
12233,GTEX-RNOR-0011-R7A-SM-2TF4V,GTEX,8.536,10.3
12234,TCGA-VD-A8KL-01,TCGA,12.28,8.357
12235,GTEX-T5JC-2326-SM-32PMR,GTEX,7.538,7.995
12236,TCGA-28-1747-01,TCGA,11.68,15.97
12237,TCGA-S3-AA12-01,TCGA,14.61,5.826
12238,GTEX-13O1R-1326-SM-5IJF5,GTEX,13.05,12.64
12239,TCGA-28-2499-01,TCGA,11.41,16.9
12240,TCGA-CH-5791-01,TCGA,13.76,12.23
12241,TCGA-P8-A5KD-01,TCGA,8.936,6.919
12242,TCGA-2H-A9GK-01,TCGA,12.87,11.9
12243,TCGA-OR-A5J8-01,TCGA,11.36,11.37
12244,TARGET-50-PAJLLF-01,TARGET,11.75,9.541
12245,GTEX-ZVT2-1726-SM-51MRO,GTEX,10.08,11.84
12246,GTEX-ZTPG-0726-SM-5DUXP,GTEX,11.2,10.9
12247,TCGA-AB-2977-03,TCGA,7.506,0.0
12248,GTEX-ZC5H-0226-SM-4WAY9,GTEX,13.22,13.58
12249,TCGA-FY-A40K-01,TCGA,14.0,12.84
12250,TCGA-DD-AACL-01,TCGA,9.691,9.026
12251,GTEX-VUSG-2526-SM-4KL1V,GTEX,13.41,13.78
12252,TCGA-TS-A8AI-01,TCGA,11.95,12.88
12253,TCGA-77-8148-01,TCGA,12.09,14.21
12254,GTEX-1192X-1026-SM-5H12P,GTEX,12.93,11.95
12255,GTEX-ZZ64-0126-SM-5GZXA,GTEX,13.33,12.22
12256,TCGA-AO-A12A-01,TCGA,13.33,11.33
12257,GTEX-13O3P-0626-SM-5L3D5,GTEX,9.97,10.19
12258,TCGA-GD-A3OP-11,TCGA,14.06,12.37
12259,TCGA-SR-A6MY-01,TCGA,8.396,6.381
12260,GTEX-TSE9-0226-SM-3DB84,GTEX,9.644,12.87
12261,TCGA-D3-A8GJ-06,TCGA,10.98,5.081
12262,GTEX-14DAR-2126-SM-5RQID,GTEX,12.71,12.23
12263,TCGA-A2-A0YM-01,TCGA,12.84,11.47
12264,TCGA-18-3416-01,TCGA,10.36,12.3
12265,GTEX-QDVN-0006-SM-48U1R,GTEX,6.299,4.871
12266,TARGET-50-PAKZFK-01,TARGET,13.2,11.19
12267,TCGA-IB-A6UG-01,TCGA,13.18,12.38
12268,TCGA-DD-A4NP-01,TCGA,9.604,11.37
12269,TCGA-OR-A5JQ-01,TCGA,8.561,11.52
12270,TCGA-DJ-A2QA-01,TCGA,13.74,11.5
12271,GTEX-117YX-1226-SM-5H11S,GTEX,12.75,12.6
12272,TCGA-G3-A5SI-01,TCGA,12.47,13.09
12273,GTEX-SE5C-1226-SM-4BRWV,GTEX,13.81,12.61
12274,GTEX-145MH-0011-R5a-SM-5P9JT,GTEX,9.677,11.27
12275,TCGA-IB-7887-01,TCGA,13.6,11.98
12276,TCGA-44-3398-01,TCGA,11.98,10.95
12277,GTEX-11VI4-0326-SM-5EQ6L,GTEX,11.43,12.51
12278,TCGA-VQ-AA6D-01,TCGA,15.6,10.95
12279,GTEX-N7MT-1926-SM-3LK5N,GTEX,13.61,12.74
12280,TARGET-20-PASXYG-09,TARGET,5.538,2.71
12281,GTEX-OXRK-1826-SM-2HMJE,GTEX,10.7,10.47
12282,TCGA-FR-A7UA-06,TCGA,9.959,6.725
12283,TCGA-DD-A113-01,TCGA,13.6,14.87
12284,GTEX-R53T-1526-SM-48FEK,GTEX,11.22,12.35
12285,GTEX-WYVS-1526-SM-4OND4,GTEX,11.4,11.58
12286,GTEX-11DXZ-1926-SM-5GZZL,GTEX,10.48,12.73
12287,TCGA-BH-A1FN-11,TCGA,12.16,12.65
12288,TCGA-66-2737-01,TCGA,11.46,12.55
12289,TCGA-ZF-A9RE-01,TCGA,12.55,13.42
12290,GTEX-SUCS-0326-SM-32PLL,GTEX,12.62,9.391
12291,TCGA-D7-A6EZ-01,TCGA,11.9,9.192
12292,TCGA-DU-7298-01,TCGA,9.913,14.37
12293,TCGA-E2-A9RU-01,TCGA,13.11,7.2
12294,TCGA-A8-A08I-01,TCGA,12.69,8.909
12295,GTEX-1339X-1126-SM-5J2OI,GTEX,11.72,11.88
12296,GTEX-U4B1-0926-SM-4DXUV,GTEX,11.36,13.35
12297,TCGA-YL-A9WY-01,TCGA,12.93,12.01
12298,GTEX-1399R-0726-SM-5KM2A,GTEX,11.29,12.39
12299,TCGA-C8-A130-01,TCGA,13.89,9.413
12300,TCGA-E2-A1B4-01,TCGA,14.08,7.836
12301,TCGA-AB-2969-03,TCGA,6.945,3.085
12302,GTEX-RVPV-0011-R3A-SM-2TF63,GTEX,9.638,10.81
12303,GTEX-ZV6S-1526-SM-5NQ7O,GTEX,11.51,11.17
12304,GTEX-1122O-0926-SM-5N9C9,GTEX,10.23,11.37
12305,GTEX-1269C-1826-SM-5N9E1,GTEX,11.77,11.54
12306,TCGA-61-2088-01,TCGA,14.31,9.448
12307,TCGA-NC-A5HH-01,TCGA,11.86,13.78
12308,TCGA-TM-A84T-01,TCGA,10.07,14.28
12309,TCGA-LL-A73Z-01,TCGA,13.17,11.06
12310,TCGA-F2-7273-01,TCGA,12.41,12.5
12311,TCGA-78-7633-01,TCGA,14.22,11.35
12312,GTEX-13N1W-0726-SM-5MR57,GTEX,12.23,11.7
12313,TCGA-C8-A1HI-01,TCGA,14.29,11.37
12314,GTEX-R3RS-0126-SM-3GIJL,GTEX,13.14,13.37
12315,TCGA-FA-A4XK-01,TCGA,8.617,7.201
12316,TCGA-W5-AA33-01,TCGA,13.16,12.6
12317,TCGA-DV-5565-01,TCGA,11.29,13.85
12318,TCGA-BW-A5NQ-01,TCGA,9.216,9.911
12319,TCGA-J4-A83M-01,TCGA,13.63,11.81
12320,TCGA-CN-6024-01,TCGA,11.83,13.13
12321,TCGA-E3-A3E3-01,TCGA,13.0,12.59
12322,GTEX-N7MT-0011-R6a-SM-2I3G3,GTEX,10.6,11.56
12323,TARGET-30-PAMNLH-01,TARGET,10.38,4.119
12324,GTEX-OOBJ-2126-SM-3NB1N,GTEX,11.35,11.26
12325,GTEX-QEL4-1926-SM-4R1JI,GTEX,12.98,11.4
12326,GTEX-13O3O-0426-SM-5KM2Y,GTEX,12.23,12.71
12327,GTEX-UJHI-0426-SM-3DB8Y,GTEX,12.77,9.665
12328,GTEX-12WS9-0126-SM-5EGL7,GTEX,13.16,14.18
12329,TCGA-LL-A6FR-01,TCGA,13.64,9.401
12330,GTEX-13OVH-3026-SM-5MR4N,GTEX,9.279,10.62
12331,TCGA-PL-A8LV-01,TCGA,12.67,12.74
12332,GTEX-WFJO-0326-SM-3GIL3,GTEX,12.1,12.16
12333,K-562-SM-5Q5CL,K,8.731,3.26
12334,TCGA-DJ-A1QM-01,TCGA,13.53,12.41
12335,GTEX-YB5K-0126-SM-5IFJ2,GTEX,11.66,9.322
12336,GTEX-13O3O-1126-SM-5KM4Q,GTEX,13.01,12.0
12337,GTEX-YJ89-0011-R11a-SM-4SOKA,GTEX,7.843,7.391
12338,TCGA-KK-A8I7-01,TCGA,13.96,12.3
12339,TCGA-CM-6165-01,TCGA,13.06,11.52
12340,TCGA-OR-A5J3-01,TCGA,7.411,12.06
12341,TCGA-VP-A875-01,TCGA,12.79,11.5
12342,TCGA-DD-A1EA-01,TCGA,9.085,11.91
12343,TCGA-CZ-5466-11,TCGA,13.22,11.83
12344,TCGA-60-2695-01,TCGA,12.46,10.69
12345,GTEX-PVOW-0006-SM-3NMB8,GTEX,10.47,5.203
12346,TCGA-FG-7637-01,TCGA,10.57,15.97
12347,TCGA-DD-AAW2-01,TCGA,10.96,10.83
12348,GTEX-14ABY-0011-R4b-SM-5S2VN,GTEX,10.71,11.85
12349,GTEX-QDT8-0626-SM-48TYW,GTEX,12.43,12.82
12350,TARGET-20-PARHVK-09,TARGET,5.176,3.006
12351,TCGA-A8-A07E-01,TCGA,12.71,11.51
12352,GTEX-WRHU-0226-SM-3MJFV,GTEX,12.58,12.4
12353,TCGA-05-4418-01,TCGA,12.83,11.68
12354,TCGA-25-1313-01,TCGA,13.19,12.09
12355,GTEX-11VI4-0426-SM-5EGHZ,GTEX,11.85,11.01
12356,GTEX-XQ3S-0926-SM-4BOPI,GTEX,12.43,11.08
12357,TCGA-XM-AAZ1-01,TCGA,9.864,12.7
12358,GTEX-OOBJ-0426-SM-3NB1S,GTEX,13.16,11.97
12359,TCGA-E9-A247-01,TCGA,13.94,9.153
12360,TCGA-2G-AAGJ-01,TCGA,12.18,9.006
12361,TCGA-VQ-A924-01,TCGA,12.78,12.35
12362,GTEX-WXYG-0005-SM-3NB3M,GTEX,7.095,5.725
12363,TCGA-DS-A1OD-01,TCGA,13.16,12.04
12364,TCGA-FS-A4FD-06,TCGA,12.02,7.564
12365,TCGA-C4-A0EZ-01,TCGA,10.15,6.685
12366,GTEX-QMRM-0626-SM-447BQ,GTEX,13.02,11.88
12367,TCGA-F4-6856-01,TCGA,13.25,10.73
12368,TARGET-30-PASMDM-01,TARGET,11.61,11.23
12369,TCGA-AB-2908-03,TCGA,7.857,4.634
12370,GTEX-WYVS-2426-SM-3NMA9,GTEX,13.18,12.88
12371,TCGA-RP-A6K9-06,TCGA,11.35,7.204
12372,TCGA-RM-A68W-01,TCGA,9.3,5.982
12373,GTEX-13PDP-2926-SM-5N9E8,GTEX,7.297,8.68
12374,GTEX-11LCK-2326-SM-5HL53,GTEX,11.71,9.527
12375,TCGA-86-A4P8-01,TCGA,12.63,12.34
12376,GTEX-ZT9W-0726-SM-4YCDC,GTEX,12.06,12.4
12377,TCGA-DF-A2KN-01,TCGA,12.78,10.17
12378,TCGA-78-7535-01,TCGA,13.72,11.91
12379,TCGA-BP-4771-01,TCGA,11.93,13.23
12380,TCGA-86-8671-01,TCGA,12.45,11.66
12381,TCGA-4A-A93W-01,TCGA,14.13,11.73
12382,TCGA-F4-6569-01,TCGA,12.91,11.78
12383,TCGA-B2-5641-01,TCGA,12.66,14.51
12384,TCGA-BQ-7044-01,TCGA,13.43,12.08
12385,GTEX-11DYG-1326-SM-5N9DO,GTEX,12.88,12.47
12386,TCGA-18-3421-01,TCGA,10.96,12.3
12387,TCGA-HT-A614-01,TCGA,10.26,12.69
12388,TCGA-06-0649-01,TCGA,10.38,13.2
12389,GTEX-PLZ6-1426-SM-2S1OQ,GTEX,13.57,13.73
12390,TCGA-A3-3382-01,TCGA,11.85,14.37
12391,GTEX-13OW5-0926-SM-5L3GZ,GTEX,11.01,11.41
12392,TCGA-VG-A8LO-01,TCGA,13.02,10.7
12393,GTEX-WYJK-0426-SM-3NM9G,GTEX,12.77,12.65
12394,TCGA-KN-8428-01,TCGA,11.84,12.41
12395,TCGA-22-4609-01,TCGA,12.18,13.93
12396,GTEX-XOTO-0226-SM-4B66H,GTEX,12.07,13.03
12397,GTEX-ZVZQ-0011-R5b-SM-57WDC,GTEX,10.76,12.06
12398,GTEX-ZVZO-0226-SM-5A5LA,GTEX,10.58,11.88
12399,GTEX-WRHK-0008-SM-4MVPA,GTEX,11.36,13.22
12400,TARGET-10-PANWFB-09,TARGET,6.223,0.0
12401,TCGA-2F-A9KW-01,TCGA,12.23,11.94
12402,GTEX-11ZTS-3026-SM-5EQM7,GTEX,13.65,13.11
12403,TCGA-A2-A3XZ-01,TCGA,18.41,10.86
12404,TCGA-3H-AB3L-01,TCGA,12.4,13.21
12405,TCGA-DK-A1AB-01,TCGA,13.24,14.05
12406,TCGA-KK-A7B1-01,TCGA,12.88,11.33
12407,TCGA-DX-AB2T-01,TCGA,10.7,12.96
12408,TCGA-2G-AAGN-01,TCGA,11.85,8.252
12409,TCGA-92-7340-01,TCGA,13.06,12.38
12410,TCGA-DU-A7TG-01,TCGA,10.11,12.08
12411,TARGET-50-PALGAZ-01,TARGET,12.93,9.486
12412,TCGA-AK-3451-01,TCGA,11.71,11.87
12413,GTEX-NFK9-0226-SM-2HMKQ,GTEX,14.32,13.68
12414,TCGA-C5-A8XH-01,TCGA,12.67,13.29
12415,K-562-SM-5J2LX,K,8.848,2.569
12416,GTEX-Y114-0426-SM-4TT6V,GTEX,11.94,11.61
12417,TCGA-CU-A0YN-01,TCGA,12.45,16.88
12418,TCGA-XE-AANR-01,TCGA,10.9,9.514
12419,TCGA-91-6835-01,TCGA,15.25,13.14
12420,TCGA-FL-A3WE-11,TCGA,11.54,12.02
12421,TCGA-A8-A07F-01,TCGA,13.35,9.699
12422,GTEX-PWN1-0226-SM-2S1OZ,GTEX,10.17,12.97
12423,GTEX-11EQ8-1326-SM-5EGJQ,GTEX,11.83,11.16
12424,TCGA-FG-A60J-01,TCGA,10.03,14.3
12425,GTEX-13PVR-0926-SM-5S2RB,GTEX,12.87,10.16
12426,TARGET-50-PAKRZW-01,TARGET,12.21,11.05
12427,TCGA-WB-A80V-01,TCGA,7.702,5.599
12428,TCGA-ZB-A96P-01,TCGA,8.955,11.21
12429,TCGA-35-3615-01,TCGA,13.31,10.42
12430,TCGA-2J-AABH-01,TCGA,13.51,12.07
12431,TCGA-B6-A0RN-01,TCGA,13.66,8.371
12432,TCGA-UP-A6WW-01,TCGA,13.86,12.79
12433,TCGA-DU-7300-01,TCGA,10.59,12.97
12434,TCGA-EK-A2RC-01,TCGA,13.24,13.31
12435,GTEX-QVUS-0011-R8A-SM-3GAD7,GTEX,9.084,9.028
12436,GTEX-P4PP-0226-SM-5S2VR,GTEX,10.22,13.16
12437,GTEX-WL46-0008-SM-4OOSW,GTEX,11.91,12.8
12438,GTEX-WOFL-0008-SM-4OOSZ,GTEX,11.77,12.77
12439,TCGA-EI-6514-01,TCGA,13.95,12.13
12440,TCGA-J4-A83I-01,TCGA,12.91,11.73
12441,GTEX-UTHO-1026-SM-3GAF7,GTEX,8.932,13.04
12442,TCGA-OY-A56Q-01,TCGA,13.99,8.79
12443,GTEX-P44H-0011-R4A-SM-2XCEW,GTEX,9.656,10.23
12444,TCGA-GC-A3BM-01,TCGA,13.59,13.32
12445,TCGA-D5-6535-01,TCGA,13.43,11.39
12446,GTEX-ZXES-0726-SM-5E451,GTEX,11.72,12.15
12447,GTEX-P78B-1726-SM-3P5ZV,GTEX,12.05,11.26
12448,TCGA-CG-4472-01,TCGA,12.73,12.5
12449,TCGA-FV-A3R2-01,TCGA,10.7,12.99
12450,TCGA-ET-A3BQ-01,TCGA,14.38,12.73
12451,TCGA-FG-8189-01,TCGA,9.011,10.66
12452,GTEX-14A5H-1626-SM-5SIAN,GTEX,11.35,10.04
12453,TCGA-56-6546-01,TCGA,12.21,10.04
12454,GTEX-R55G-1126-SM-48FDG,GTEX,10.88,12.09
12455,TARGET-50-PAJMKI-01,TARGET,10.49,12.06
12456,GTEX-11GS4-1026-SM-5N9DE,GTEX,10.29,11.79
12457,GTEX-UPJH-0926-SM-4IHKA,GTEX,13.33,11.62
12458,GTEX-ZZPT-0226-SM-5E43X,GTEX,12.61,13.23
12459,TCGA-M7-A724-01,TCGA,14.0,10.27
12460,TCGA-FD-A5BV-01,TCGA,13.45,11.55
12461,GTEX-13S7M-0011-R11b-SM-5P9HU,GTEX,8.16,8.575
12462,GTEX-12ZZZ-0011-R3b-SM-5DUXK,GTEX,10.33,10.93
12463,TCGA-13-1510-01,TCGA,11.88,9.438
12464,GTEX-RU72-0011-R2A-SM-2TF6O,GTEX,8.922,9.365
12465,TCGA-N6-A4VF-01,TCGA,12.3,10.51
12466,GTEX-12WSH-3026-SM-5CVNI,GTEX,8.7,10.4
12467,TARGET-50-PAJPDC-02,TARGET,11.18,10.91
12468,TCGA-43-A56V-01,TCGA,11.94,13.39
12469,TARGET-50-PAJPDC-01,TARGET,11.52,11.93
12470,GTEX-11EM3-1826-SM-5A5KO,GTEX,11.65,12.88
12471,TCGA-P5-A5EY-01,TCGA,11.32,11.81
12472,TCGA-EL-A3MW-01,TCGA,13.4,12.99
12473,GTEX-S4Q7-1326-SM-4AD74,GTEX,12.06,11.5
12474,GTEX-X585-0011-R8A-SM-46MUX,GTEX,8.547,8.033
12475,TCGA-ET-A39P-01,TCGA,13.28,12.03
12476,TCGA-HT-7902-01,TCGA,10.46,11.58
12477,TCGA-KM-8438-01,TCGA,13.2,9.666
12478,TARGET-30-PANBJH-01,TARGET,8.045,6.526
12479,TCGA-3H-AB3X-01,TCGA,12.16,10.38
12480,TCGA-25-1317-01,TCGA,13.59,10.33
12481,TCGA-EL-A3ZM-11,TCGA,12.44,11.79
12482,GTEX-148VJ-0006-SM-5NQB1,GTEX,8.219,6.183
12483,TCGA-29-1690-01,TCGA,13.13,10.77
12484,GTEX-13O1R-0826-SM-5J2MB,GTEX,12.98,11.47
12485,GTEX-N7MS-0011-R5a-SM-2HMK8,GTEX,9.9,11.18
12486,GTEX-Y3IK-0126-SM-4WWE9,GTEX,9.583,8.472
12487,TCGA-EE-A3AD-06,TCGA,11.74,8.571
12488,TCGA-06-2564-01,TCGA,11.44,16.39
12489,GTEX-145MH-0011-R3b-SM-5P9JQ,GTEX,8.378,9.368
12490,TCGA-XK-AAIV-01,TCGA,13.4,11.71
12491,GTEX-11GS4-2526-SM-5A5KT,GTEX,10.91,10.2
12492,TCGA-DW-7839-01,TCGA,14.38,11.52
12493,TCGA-JY-A939-01,TCGA,12.23,12.11
12494,TCGA-IQ-A6SH-01,TCGA,11.71,13.07
12495,GTEX-12ZZZ-1726-SM-59HK5,GTEX,11.57,11.57
12496,GTEX-1399U-1826-SM-5PNZ1,GTEX,12.66,12.62
12497,TCGA-BP-5178-01,TCGA,11.18,12.68
12498,TCGA-EE-A2GL-06,TCGA,10.98,9.262
12499,TCGA-06-5408-01,TCGA,11.64,14.94
12500,TCGA-LD-A7W5-01,TCGA,13.14,9.849
12501,TCGA-EL-A3CW-01,TCGA,12.76,11.72
12502,TCGA-ZP-A9CZ-01,TCGA,12.28,13.39
12503,GTEX-SNOS-0726-SM-4DM5Z,GTEX,11.35,11.92
12504,TCGA-EE-A2M8-06,TCGA,10.1,7.82
12505,GTEX-U4B1-1426-SM-4DXTX,GTEX,13.13,12.45
12506,TCGA-EL-A3T7-11,TCGA,13.18,12.35
12507,TCGA-55-6980-01,TCGA,13.12,12.4
12508,GTEX-XUZC-0126-SM-4BOO6,GTEX,12.86,11.52
12509,TARGET-30-PARBGP-01,TARGET,10.94,7.783
12510,TCGA-DD-A118-11,TCGA,10.93,12.59
12511,TCGA-AA-3526-01,TCGA,12.16,10.4
12512,TCGA-JX-A3Q8-01,TCGA,12.91,8.96
12513,GTEX-14753-1926-SM-5NQAA,GTEX,11.85,12.53
12514,TCGA-56-A4BY-01,TCGA,12.44,12.48
12515,TCGA-3U-A98D-01,TCGA,11.89,12.19
12516,TCGA-24-1105-01,TCGA,13.77,10.08
12517,GTEX-11OC5-0526-SM-5N9EE,GTEX,13.3,12.61
12518,TCGA-BQ-7061-11,TCGA,14.4,12.56
12519,TCGA-BK-A56F-01,TCGA,12.51,11.26
12520,TCGA-BR-8361-01,TCGA,12.83,12.96
12521,TCGA-BH-A0BL-01,TCGA,12.67,11.94
12522,GTEX-XQ8I-0326-SM-4BOPN,GTEX,12.42,11.43
12523,GTEX-13FTX-0326-SM-5J2NG,GTEX,12.49,11.95
12524,TCGA-37-4132-01,TCGA,10.03,7.258
12525,TCGA-AR-A1AI-01,TCGA,12.96,10.98
12526,GTEX-146FH-2526-SM-5Q5BP,GTEX,11.63,10.89
12527,TCGA-DE-A4M8-01,TCGA,12.99,11.45
12528,GTEX-V1D1-0003-SM-3NMDP,GTEX,8.893,5.668
12529,TCGA-50-5936-01,TCGA,13.02,12.08
12530,TCGA-AJ-A3OL-01,TCGA,12.3,11.93
12531,TCGA-ET-A2N5-01,TCGA,12.82,10.66
12532,GTEX-WVLH-0008-SM-4MVPD,GTEX,11.36,12.86
12533,TCGA-G7-7502-01,TCGA,13.18,12.59
12534,TCGA-BR-8680-01,TCGA,13.83,11.99
12535,GTEX-13FLW-0011-R8b-SM-5J1MZ,GTEX,9.162,9.613
12536,GTEX-XUYS-0426-SM-47JX3,GTEX,12.77,11.94
12537,TCGA-FD-A3SS-01,TCGA,14.18,12.92
12538,TCGA-AN-A0XV-01,TCGA,12.84,10.04
12539,GTEX-OOBJ-1626-SM-2I3F7,GTEX,10.65,11.56
12540,TARGET-30-PAMYCE-01,TARGET,9.979,8.136
12541,TCGA-EE-A29N-06,TCGA,8.681,8.178
12542,TCGA-AC-A2FE-01,TCGA,13.83,9.574
12543,TCGA-60-2713-01,TCGA,11.21,13.39
12544,GTEX-1269C-0926-SM-5FQSR,GTEX,12.38,10.95
12545,TCGA-DF-A2KZ-01,TCGA,12.97,9.928
12546,GTEX-ZYFC-0626-SM-5GIDR,GTEX,12.93,12.81
12547,TCGA-XV-AAZV-01,TCGA,11.31,9.764
12548,GTEX-12584-1426-SM-5EGJ9,GTEX,11.74,11.94
12549,TCGA-BJ-A0ZH-01,TCGA,13.41,11.96
12550,TCGA-CV-7437-11,TCGA,13.88,13.12
12551,GTEX-NPJ8-2626-SM-2D7W2,GTEX,10.38,9.811
12552,TCGA-BP-4807-01,TCGA,12.57,13.63
12553,GTEX-YFC4-0011-R4a-SM-4RGLQ,GTEX,10.17,10.39
12554,GTEX-R53T-0826-SM-48FCP,GTEX,12.74,11.71
12555,TCGA-EL-A3T3-11,TCGA,13.03,11.57
12556,GTEX-ZZPU-1226-SM-5N9CK,GTEX,9.597,11.84
12557,TCGA-14-1829-01,TCGA,9.842,16.15
12558,TCGA-K4-A6FZ-01,TCGA,13.19,13.09
12559,TCGA-13-1488-01,TCGA,12.34,9.605
12560,GTEX-11WQC-2626-SM-5CVLF,GTEX,11.28,11.44
12561,TCGA-KK-A7AV-01,TCGA,13.35,11.69
12562,GTEX-XV7Q-0326-SM-4BRVM,GTEX,12.76,11.34
12563,GTEX-ZT9X-0004-SM-4YCDT,GTEX,8.589,4.34
12564,GTEX-11EQ9-2326-SM-5HL5H,GTEX,13.11,12.38
12565,TCGA-ZB-A96A-01,TCGA,10.97,11.53
12566,TCGA-DE-A4MA-01,TCGA,13.83,10.91
12567,TARGET-20-PAECCE-09,TARGET,6.029,0.0
12568,GTEX-14B4R-1426-SM-5Q5CG,GTEX,13.08,12.27
12569,TCGA-HC-A6AS-01,TCGA,13.22,10.6
12570,TCGA-ET-A3BX-01,TCGA,14.11,12.91
12571,TCGA-B0-5812-01,TCGA,11.85,13.7
12572,TCGA-VN-A88P-01,TCGA,12.78,10.94
12573,TARGET-21-PASSLT-41,TARGET,5.194,3.307
12574,TCGA-A7-A4SB-01,TCGA,14.39,9.05
12575,TCGA-JW-A5VL-01,TCGA,12.53,12.46
12576,GTEX-T2IS-0826-SM-4DM6L,GTEX,13.75,12.46
12577,GTEX-11ZTS-0011-R1a-SM-5BC71,GTEX,9.314,9.988
12578,GTEX-VUSG-0326-SM-3GIJ7,GTEX,11.38,11.21
12579,TCGA-CQ-A4CD-01,TCGA,12.22,13.49
12580,TCGA-AA-3514-11,TCGA,13.77,12.21
12581,TCGA-AD-6895-01,TCGA,13.37,10.87
12582,GTEX-144GM-1226-SM-5LU52,GTEX,11.97,11.67
12583,GTEX-X8HC-0726-SM-46MWG,GTEX,12.87,11.47
12584,TCGA-D7-5578-01,TCGA,13.0,11.82
12585,GTEX-13FLV-1326-SM-5L3EJ,GTEX,11.52,13.2
12586,TARGET-50-CAAAAS-01,TARGET,12.41,10.69
12587,GTEX-111VG-2326-SM-5N9BK,GTEX,9.944,11.48
12588,GTEX-SNMC-1026-SM-4DM7K,GTEX,11.64,9.542
12589,TCGA-32-2615-01,TCGA,12.78,18.12
12590,GTEX-12WS9-3026-SM-5EGIE,GTEX,10.4,8.803
12591,GTEX-PLZ6-0626-SM-3P61B,GTEX,11.81,12.91
12592,TCGA-BC-4072-01,TCGA,13.23,13.59
12593,GTEX-ZYFD-3026-SM-5E44C,GTEX,9.513,10.37
12594,TCGA-BR-6566-01,TCGA,13.0,11.63
12595,TCGA-OR-A5LS-01,TCGA,7.452,11.95
12596,TCGA-AB-2916-03,TCGA,6.681,2.958
12597,TCGA-AH-6544-01,TCGA,13.08,11.16
12598,TCGA-EB-A97M-01,TCGA,11.86,4.209
12599,TCGA-CR-7404-01,TCGA,12.62,13.19
12600,TARGET-50-PAJMRL-01,TARGET,11.69,10.2
12601,TCGA-F9-A7Q0-01,TCGA,13.84,11.66
12602,TCGA-AN-A0XU-01,TCGA,13.35,12.39
12603,TCGA-EE-A29M-06,TCGA,10.0,5.478
12604,TCGA-A7-A6VV-01,TCGA,13.17,11.5
12605,GTEX-13VXT-0526-SM-5SI9O,GTEX,12.02,13.01
12606,TCGA-18-3415-01,TCGA,11.32,12.08
12607,GTEX-QEG4-1226-SM-2S1P6,GTEX,12.39,12.37
12608,TCGA-G9-6351-01,TCGA,13.12,11.93
12609,TCGA-Z6-A8JE-01,TCGA,14.04,13.56
12610,TCGA-B4-5835-01,TCGA,12.59,11.88
12611,TCGA-06-0158-01,TCGA,12.16,16.78
12612,TCGA-CC-A3MC-01,TCGA,10.81,12.67
12613,GTEX-12ZZW-2326-SM-5DUW2,GTEX,10.82,11.71
12614,TCGA-FL-A1YI-11,TCGA,11.41,11.31
12615,GTEX-139T6-0626-SM-5IFF9,GTEX,13.46,13.16
12616,GTEX-ZVZP-1226-SM-5GID7,GTEX,13.68,13.53
12617,GTEX-QVJO-0011-R8A-SM-447C7,GTEX,9.11,9.35
12618,TCGA-CF-A8HY-01,TCGA,14.58,10.98
12619,GTEX-13QIC-1826-SM-5J1MY,GTEX,12.35,12.04
12620,GTEX-Y114-0002-SM-4TT78,GTEX,8.592,4.122
12621,GTEX-Z93S-0826-SM-5HL7Y,GTEX,12.97,12.42
12622,TARGET-50-PAKXWB-01,TARGET,11.55,10.72
12623,GTEX-RTLS-0726-SM-46MV4,GTEX,11.63,11.9
12624,GTEX-13O21-1126-SM-5N9EV,GTEX,12.93,12.71
12625,GTEX-XQ3S-1326-SM-4BOPQ,GTEX,10.54,11.81
12626,GTEX-RVPU-0011-R11A-SM-2XCAF,GTEX,8.951,8.914
12627,TCGA-QQ-A8VH-01,TCGA,11.47,11.04
12628,TCGA-LI-A9QH-01,TCGA,11.06,10.68
12629,TCGA-EE-A29A-06,TCGA,11.22,7.772
12630,TCGA-DS-A7WI-01,TCGA,13.13,16.05
12631,TCGA-2G-AALS-01,TCGA,11.73,10.43
12632,TCGA-61-2104-01,TCGA,14.01,11.52
12633,GTEX-12696-1426-SM-5EGJ6,GTEX,11.61,12.65
12634,TCGA-EP-A12J-11,TCGA,12.42,12.47
12635,TCGA-73-4675-01,TCGA,14.31,11.69
12636,GTEX-S7SE-0011-R5A-SM-2XCDA,GTEX,10.14,11.16
12637,GTEX-14DAR-2026-SM-5S2O3,GTEX,13.41,13.8
12638,TCGA-B2-4099-01,TCGA,11.4,12.04
12639,GTEX-11GSO-2826-SM-5HL6Q,GTEX,12.05,9.498
12640,GTEX-SSA3-0002-SM-3P61R,GTEX,8.991,4.933
12641,GTEX-147GR-0011-R2b-SM-5S2RQ,GTEX,9.919,9.922
12642,TCGA-CJ-5689-11,TCGA,13.66,11.88
12643,GTEX-NL3H-0011-R11A-SM-2I3E6,GTEX,7.466,8.444
12644,TCGA-KK-A8IK-01,TCGA,13.2,12.03
12645,GTEX-YJ8O-2626-SM-5HL8H,GTEX,13.23,12.37
12646,GTEX-1399R-0126-SM-5IFEV,GTEX,12.53,11.72
12647,TCGA-50-5932-01,TCGA,13.93,12.68
12648,GTEX-QMRM-1126-SM-447BN,GTEX,12.01,11.3
12649,GTEX-139D8-0226-SM-5KLZO,GTEX,13.82,13.34
12650,TCGA-SH-A7BH-01,TCGA,11.11,9.706
